,DATE,TOTAL_CASES,NEW_CASES,TOTAL_CONFIRMED,NEW_CONFIRMED,TOTAL_PROBABLE,NEW_PROBABLE,POS_TESTS,NEG_TESTS,TOTAL_TESTS,NEW_TESTS,NEW_DEATHS,TOTAL_DEATHS,ACTIVE_CHANGE,TOTAL_ACTIVE,NEW_INACTIVE_RECOVERED,TOTAL_INACTIVE_RECOVERED,NEW_HOSP,TOTAL_HOSP,TOTAL_DEATHS_BY_DOD,NEW_DEATHS_BY_DOD
646,2020-07-09,57622,1799,57205,1774,417,25,67204,918814,986018,24768,25,702,379,10662,1395,46258,118,4306,782,19
647,2020-07-08,55823,1639,55431,1615,392,24,65146,896104,961250,19566,20,677,56,10283,1563,44863,99,4188,763,12
648,2020-07-07,54184,2143,53816,2131,368,12,63246,878438,941684,27214,12,657,721,10227,1410,43300,137,4089,751,18
649,2020-07-06,52041,882,51685,869,356,13,60592,853878,914470,8281,7,645,-626,9506,1501,41890,75,3952,733,11
650,2020-07-05,51159,1337,50816,1335,343,2,59667,846522,906189,15206,9,638,565,10132,763,40389,63,3877,722,19
651,2020-07-04,49822,1453,49481,1451,341,2,58067,832916,890983,21574,4,629,617,9567,832,39626,72,3814,703,16
652,2020-07-03,48369,1340,48030,1331,339,9,56233,813176,869409,16442,13,625,302,8950,1025,38794,76,3742,687,12
653,2020-07-02,47029,1914,46699,1906,330,8,54742,798225,852967,25851,11,612,984,8648,919,37769,115,3666,675,9
654,2020-07-01,45115,1418,44793,1413,322,5,52474,774642,827116,18050,5,601,466,7664,947,36850,80,3551,666,14
655,2020-06-30,43697,1644,43380,1632,317,12,50772,758294,809066,25207,12,596,769,7198,863,35903,81,3471,652,12
656,2020-06-29,42053,1774,41748,1767,305,7,48617,735242,783859,23516,0,584,792,6429,982,35040,114,3390,640,8
657,2020-06-28,40279,654,39981,652,298,2,46588,713755,760343,9910,0,584,221,5637,433,34058,21,3276,632,8
658,2020-06-27,39625,263,39329,257,296,6,45810,704623,750433,2063,7,584,-334,5416,590,33625,28,3255,624,8
659,2020-06-26,39362,973,39072,950,290,23,45539,702831,748370,10012,10,577,290,5750,673,33035,72,3227,616,14
660,2020-06-25,38389,1066,38122,1057,267,9,44520,693838,738358,14031,11,567,428,5460,627,32362,60,3155,602,9
661,2020-06-24,37323,839,37065,831,258,8,43303,681024,724327,8622,14,556,121,5032,704,31735,57,3095,593,7
662,2020-06-23,36484,1013,36234,1006,250,7,42319,673386,715705,11329,11,542,366,4911,636,31031,67,3038,586,5
663,2020-06-22,35471,625,35228,612,243,13,41159,663217,704376,10574,5,531,-183,4545,803,30395,33,2971,581,6
664,2020-06-21,34846,590,34616,589,230,1,40502,653300,693802,13656,2,526,200,4728,388,29592,26,2938,575,10
665,2020-06-20,34256,404,34027,403,229,1,39709,640437,680146,9129,0,524,-67,4528,471,29204,31,2912,565,7
666,2020-06-19,33852,736,33624,732,228,4,39179,631838,671017,10194,15,524,209,4595,512,28733,51,2881,558,9
667,2020-06-18,33116,1094,32892,1092,224,2,38300,622523,660823,15395,12,509,496,4386,586,28221,89,2830,549,5
668,2020-06-17,32022,405,31800,401,222,4,37030,608398,645428,5621,4,497,-221,3890,622,27635,29,2741,544,10
669,2020-06-16,31617,611,31399,608,218,3,36604,603203,639807,7802,10,493,136,4111,465,27013,44,2712,534,6
670,2020-06-15,31006,706,30791,693,215,13,35911,596094,632005,10573,8,483,21,3975,677,26548,45,2668,528,15
671,2020-06-14,30300,603,30098,599,202,4,35092,586340,621432,13819,3,475,254,3954,346,25871,29,2623,513,9
672,2020-06-13,29697,537,29499,532,198,5,34348,573265,607613,10589,4,472,156,3700,377,25525,24,2594,504,7
673,2020-06-12,29160,544,28967,542,193,2,33626,563398,597024,9457,27,468,-41,3544,558,25148,38,2570,497,4
674,2020-06-11,28616,612,28425,609,191,3,33011,554556,587567,9730,5,441,-162,3585,769,24590,31,2532,493,6
675,2020-06-10,28004,427,27816,422,188,5,32305,545532,577837,8413,1,436,-173,3747,599,23821,51,2501,487,1
676,2020-06-09,27577,585,27394,580,183,5,31914,537510,569424,9392,14,435,-46,3920,617,23222,42,2450,486,4
677,2020-06-08,26992,487,26814,483,178,4,31240,528792,560032,10056,3,421,99,3966,385,22605,28,2408,482,5
678,2020-06-07,26505,426,26331,423,174,3,30681,519295,549976,13821,1,418,157,3867,268,22220,28,2380,477,5
679,2020-06-06,26079,468,25908,465,171,3,30081,506074,536155,10920,9,417,187,3710,272,21952,26,2352,472,10
680,2020-06-05,25611,510,25443,501,168,9,29517,495718,525235,11807,7,408,7,3523,496,21680,23,2326,462,6
681,2020-06-04,25101,227,24942,224,159,3,28898,484530,513428,5570,13,401,-264,3516,478,21184,21,2303,456,3
682,2020-06-03,24874,353,24718,352,156,1,28681,479177,507858,7917,7,388,-158,3780,504,20706,40,2282,453,8
683,2020-06-02,24521,644,24366,641,155,3,28254,471687,499941,14359,14,381,192,3938,438,20202,36,2242,445,7
684,2020-06-01,23877,603,23725,599,152,4,27431,458151,485582,10579,3,367,-103,3746,703,19764,24,2206,438,6
685,2020-05-31,23274,607,23126,605,148,2,26664,448339,475003,15758,0,364,394,3849,213,19061,49,2182,432,5
686,2020-05-30,22667,456,22521,455,146,1,25965,433280,459245,9708,4,364,158,3455,294,18848,24,2133,427,10
687,2020-05-29,22211,230,22066,226,145,4,25394,424143,449537,7038,4,360,-169,3297,395,18554,18,2109,417,7
688,2020-05-28,21981,596,21840,595,141,1,25125,417374,442499,9193,3,356,219,3466,374,18159,38,2091,410,4
689,2020-05-27,21385,214,21245,208,140,6,24453,408853,433306,6753,10,353,-126,3247,330,17785,28,2053,406,7
690,2020-05-26,21171,354,21037,344,134,10,24255,402298,426553,6876,5,343,-31,3373,380,17455,23,2025,399,4
691,2020-05-25,20817,594,20693,593,124,1,23857,395820,419677,11386,2,338,246,3404,346,17075,32,2002,395,6
692,2020-05-24,20223,331,20100,331,123,0,23150,385141,408291,11943,7,336,122,3158,202,16729,17,1970,389,10
693,2020-05-23,19892,418,19769,413,123,5,22720,373628,396348,11173,14,329,238,3036,166,16527,26,1953,379,6
694,2020-05-22,19474,385,19356,381,118,4,22175,363000,385175,9003,2,315,85,2798,298,16361,34,1927,373,3
695,2020-05-21,19089,383,18975,382,114,1,21726,354446,376172,6640,4,313,-256,2713,635,16063,20,1893,370,8
696,2020-05-20,18706,259,18593,258,113,1,21339,348193,369532,8400,4,309,-316,2969,571,15428,20,1873,362,5
697,2020-05-19,18447,334,18335,333,112,1,21034,340098,361132,6811,4,305,-95,3285,425,14857,30,1853,357,2
698,2020-05-18,18113,341,18002,339,111,2,20632,333689,354321,8826,3,301,-1,3380,339,14432,25,1823,355,4
699,2020-05-17,17772,471,17663,471,109,0,20208,325287,345495,14077,3,298,304,3381,164,14093,24,1798,351,7
700,2020-05-16,17301,260,17192,243,109,17,19627,311791,331418,11002,5,295,43,3077,212,13929,18,1774,344,6
701,2020-05-15,17041,193,16949,191,92,2,19271,301145,320416,8137,3,290,-194,3034,384,13717,11,1756,338,8
702,2020-05-14,16848,261,16758,260,90,1,19051,293228,312279,10152,14,287,-120,3228,367,13333,17,1745,330,15
703,2020-05-13,16587,320,16498,317,89,3,18696,283431,302127,10220,9,273,-495,3348,806,12966,30,1728,315,11
704,2020-05-12,16267,696,16181,696,86,0,18311,273596,291907,14782,13,264,-411,3843,1094,12160,25,1698,304,8
705,2020-05-11,15571,552,15485,549,86,3,17504,259621,277125,9970,8,251,179,4254,365,11066,22,1673,296,4
706,2020-05-10,15019,247,14936,244,83,3,16924,250231,267155,10212,1,243,64,4075,182,10701,13,1651,292,4
707,2020-05-09,14772,244,14692,242,80,2,16557,240386,256943,9807,1,242,10,4011,233,10519,18,1638,288,9
708,2020-05-08,14528,195,14450,194,78,1,16242,230894,247136,6575,4,241,-198,4001,389,10286,15,1620,279,6
709,2020-05-07,14333,392,14256,390,77,2,15997,224564,240561,10787,-2,237,80,4199,314,9897,30,1605,273,8
710,2020-05-06,13941,259,13866,259,75,0,15523,214251,229774,5944,13,239,-92,4119,338,9583,15,1575,265,3
711,2020-05-05,13682,189,13607,188,75,1,15201,208629,223830,7851,7,226,-140,4211,322,9245,28,1560,262,10
712,2020-05-04,13493,310,13419,306,74,4,14961,201018,215979,7076,9,219,-305,4351,606,8923,23,1532,252,6
713,2020-05-03,13183,370,13113,364,70,6,14595,194308,208903,9415,1,210,118,4656,251,8317,30,1509,246,9
714,2020-05-02,12813,237,12749,236,64,1,14146,185342,199488,7037,5,209,-100,4538,332,8066,20,1479,237,5
715,2020-05-01,12576,769,12513,764,63,5,13797,178654,192451,9536,5,204,469,4638,295,7734,20,1459,232,5
716,2020-04-30,11807,1002,11749,998,58,4,12994,169921,182915,5191,4,199,778,4169,220,7439,36,1439,227,5
717,2020-04-29,10805,568,10751,566,54,2,11951,165773,177724,10948,7,195,330,3391,231,7219,38,1403,222,5
718,2020-04-28,10237,273,10185,269,52,4,11294,155482,166776,6526,4,188,39,3061,230,6988,35,1365,217,6
719,2020-04-27,9964,297,9916,293,48,4,10991,149259,160250,5461,3,184,-15,3022,309,6758,38,1330,211,5
720,2020-04-26,9667,298,9623,297,44,1,10658,144131,154789,6697,3,181,139,3037,156,6449,21,1292,206,3
721,2020-04-25,9369,301,9326,296,43,5,10310,137782,148092,4558,10,178,131,2898,160,6293,27,1271,203,6
722,2020-04-24,9068,468,9030,459,38,9,9965,133569,143534,14206,-2,168,247,2767,223,6133,45,1244,197,5
723,2020-04-23,8600,452,8571,450,29,2,9425,119903,129328,5037,4,170,300,2520,148,5910,20,1199,192,10
724,2020-04-22,8148,499,8121,497,27,2,8945,115346,124291,9051,9,166,282,2220,208,5762,22,1179,182,3
725,2020-04-21,7649,288,7624,286,25,2,8389,106851,115240,6847,5,157,95,1938,188,5554,27,1157,179,5
726,2020-04-20,7361,250,7338,242,23,8,8059,100334,108393,6529,4,152,27,1843,219,5366,27,1130,174,4
727,2020-04-19,7111,277,7096,276,15,1,7794,94070,101864,5158,3,148,151,1816,123,5147,11,1103,170,3
728,2020-04-18,6834,173,6820,173,14,0,7472,89234,96706,5012,3,145,8,1665,162,5024,15,1092,167,2
729,2020-04-17,6661,320,6647,319,14,1,7237,84457,91694,3326,1,142,124,1657,195,4862,38,1077,165,3
730,2020-04-16,6341,290,6328,290,13,0,6870,81498,88368,4139,6,141,79,1533,205,4667,25,1039,162,6
731,2020-04-15,6051,263,6038,263,13,0,6520,77709,84229,3146,11,135,20,1454,232,4462,21,1014,156,6
732,2020-04-14,5788,182,5775,182,13,0,6212,74871,81083,1711,15,124,-49,1434,216,4230,30,993,150,10
733,2020-04-13,5606,216,5593,215,13,1,5993,73379,79372,4434,8,109,-10,1483,218,4014,41,963,140,8
734,2020-04-12,5390,225,5378,223,12,2,5725,69213,74938,5096,0,101,83,1493,142,3796,33,922,132,8
735,2020-04-11,5165,292,5155,292,10,0,5480,64362,69842,5010,3,101,27,1410,262,3654,44,889,124,7
736,2020-04-10,4873,195,4863,194,10,1,5110,59722,64832,2441,4,98,-29,1383,220,3392,26,845,117,2
737,2020-04-09,4678,279,4669,279,9,0,4916,57475,62391,3496,15,94,51,1412,213,3172,43,819,115,5
738,2020-04-08,4399,205,4390,205,9,0,4592,54303,58895,2813,7,79,-45,1361,243,2959,31,776,110,16
739,2020-04-07,4194,306,4185,306,9,0,4353,51729,56082,4851,7,72,59,1406,240,2716,43,745,94,7
740,2020-04-06,3888,228,3879,228,9,0,4030,47201,51231,3717,21,65,-71,1347,278,2476,47,702,87,7
741,2020-04-05,3660,312,3651,311,9,1,3773,43741,47514,3819,1,44,126,1418,185,2198,48,655,80,10
742,2020-04-04,3348,201,3340,201,8,0,3409,40286,43695,3475,6,43,-14,1292,209,2013,26,607,70,4
743,2020-04-03,3147,252,3139,251,8,1,3211,37009,40220,2640,5,37,3,1306,244,1804,43,581,66,16
744,2020-04-02,2895,270,2888,270,7,0,2939,34641,37580,3872,8,32,37,1303,225,1560,58,538,50,6
745,2020-04-01,2625,357,2618,357,7,0,2652,31056,33708,3767,1,24,134,1266,222,1335,59,480,44,8
746,2020-03-31,2268,287,2261,287,7,0,2265,27676,29941,2963,10,23,69,1132,208,1113,48,421,36,8
747,2020-03-30,1981,439,1974,439,7,0,1960,25018,26978,5045,6,13,227,1063,206,905,84,373,28,6
748,2020-03-29,1542,102,1535,102,7,0,1513,20420,21933,837,1,7,-46,836,147,699,36,289,22,6
749,2020-03-28,1440,196,1433,191,7,5,1412,19684,21096,2378,0,6,89,882,107,552,39,253,16,4
750,2020-03-27,1244,207,1242,207,2,0,1217,17501,18718,2803,3,6,96,793,108,445,42,214,12,2
751,2020-03-26,1037,168,1035,167,2,1,1005,14910,15915,2969,0,3,85,697,83,337,30,172,10,4
752,2020-03-25,869,157,868,157,1,0,828,12118,12946,2148,1,3,77,612,79,254,37,142,6,1
753,2020-03-24,712,85,711,85,1,0,681,10117,10798,1103,0,2,30,535,55,175,21,105,5,1
754,2020-03-23,627,122,626,122,1,0,605,9090,9695,1499,0,2,84,505,38,120,13,84,4,0
755,2020-03-22,505,133,504,132,1,1,488,7708,8196,1571,1,2,108,421,24,82,28,71,4,1
756,2020-03-21,372,151,372,151,0,0,396,6229,6625,2118,1,1,121,313,29,58,14,43,3,2
757,2020-03-20,221,162,221,162,0,0,250,4257,4507,1087,0,0,141,192,21,29,14,29,1,1
758,2020-03-19,59,30,59,30,0,0,181,3239,3420,832,0,0,22,51,8,8,9,15,0,0
759,2020-03-18,29,11,29,11,0,0,118,2470,2588,591,0,0,11,29,0,0,3,6,0,0
760,2020-03-17,18,4,18,4,0,0,84,1913,1997,1364,0,0,4,18,0,0,0,3,0,0
761,2020-03-16,14,4,14,4,0,0,27,606,633,162,0,0,4,14,0,0,2,3,0,0
762,2020-03-15,10,4,10,4,0,0,24,447,471,29,0,0,4,10,0,0,0,1,0,0
763,2020-03-14,6,5,6,5,0,0,23,419,442,353,0,0,5,6,0,0,1,1,0,0
764,2020-03-13,1,0,1,0,0,0,3,86,89,43,0,0,0,1,0,0,0,0,0,0
765,2020-03-12,1,1,1,1,0,0,3,43,46,46,0,0,1,1,0,0,0,0,0,0
